"ts","id","payment","total_price","prd_id","qty","extra_price","extra_title","title","price"
"2022-04-09T09:13:45.982Z","62514dd3afd70b2824a17371","Cash","2.3","62480c08c44f0ffedf32761b","1","0","0","Friet Middel",2.3
